id,alt,price,time,conven,comfort,meals,petfr,emipp,nonsig1,nonsig2,nonsig3,choice
3127,1,6.0,6.0,3.0,4.0,7.0,0.03708782,2.0,4.0,1.0,5.0,0.0
3127,2,7.0,3.5,4.0,4.5,5.91184875,0.0,0.5,1.34355872,3.0,2.0,1.0
3127,3,11.0,3.0,7.34771363,2.0,4.0,3.0,7.0,6.15876224,1.0,4.0,0.0
3128,1,6.0,6.0,2.69129258,4.0,7.0,0.0,0.99259256,4.0,1.0,5.0,1.0
3128,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,1.8606741,0.0
3128,3,11.0,3.0,8.0,2.15969908,4.0,3.0,7.30909364,5.0,1.0,4.0,0.0
3129,1,6.0,6.0,3.0,4.0,5.36804657,-0.8210802,2.0,4.0,2.3641785,5.0,0.0
3129,2,7.0,3.5,4.0,4.5,6.0,0.0,-2.03883777,3.57893634,-0.55338525,2.0,1.0
3129,3,11.0,3.0,8.0,2.0,4.0,3.0,7.0,4.82009543,1.0,4.0,0.0
3130,1,6.0,6.0,3.0,4.0,9.49775306,0.0,2.0,4.0,1.0,5.0,1.0
3130,2,7.0,3.5,4.0,2.09738861,6.0,0.0,-0.26742762,1.43423066,2.7737293,2.22956627,0.0
3130,3,11.0,3.0,8.0,2.0,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3131,1,6.0,6.0,3.0,4.0,7.71344572,0.0,2.0,4.0,1.0,5.0,0.0
3131,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,2.0,0.0
3131,3,12.16208786,3.0,8.0,2.0,4.0,4.23477907,6.08844108,5.0,1.0,4.0,1.0
3132,1,7.14112939,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3132,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,4.00346608,2.48995013,1.0
3132,3,11.0,3.0,8.0,2.0,5.54034692,3.0,5.83479813,5.0,1.0,4.16560655,0.0
3133,1,5.71447388,6.0,3.0,4.0,6.66703927,0.0,2.0,4.0,1.0,7.14374211,0.0
3133,2,7.0,3.5,3.92184534,2.79538129,6.0,0.0,0.5,2.07070465,2.29440407,2.0,1.0
3133,3,11.0,1.74908947,7.297774,2.0,3.33007401,2.36015143,7.0,5.0,1.0,4.0,0.0
3134,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3134,2,7.0,3.5,4.0,4.5,4.92662776,0.0,0.5,2.0,3.0,2.0,1.0
3134,3,11.0,3.0,7.17271024,2.33546907,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3135,1,5.27343035,6.23301797,3.0,4.26276106,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3135,2,7.0,3.5,3.59288054,4.5,6.0,0.0,0.5,2.0,3.0,2.66506811,1.0
3135,3,11.0,3.0,8.0,2.0,5.15064239,3.0,7.0,5.0,1.0,4.0,0.0
3136,1,6.0,6.0,3.0,4.0,7.0,0.0,1.78821011,2.75455854,1.0,5.0,0.0
3136,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,2.0,0.0
3136,3,10.84461544,3.0,8.0,2.0,4.0,3.0,7.0,5.0,1.37261231,4.0,1.0
3137,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3137,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,2.0,1.0
3137,3,10.51674653,3.0,8.0,2.0,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3138,1,6.06183388,6.0,3.0,4.9222158,7.0,0.0,2.0,3.15296389,1.0,5.0,0.0
3138,2,7.0,3.78377645,3.3788429,4.5,6.0,-0.47752571,0.5,2.0,3.0,2.0,1.0
3138,3,11.0,3.0,8.0,2.0,4.0,3.0,7.0,5.7567139,1.0,3.30232347,0.0
3139,1,6.01757157,6.18889664,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3139,2,7.0,4.12844209,3.45800303,4.5,6.0,0.68450206,0.5,2.0,3.0,2.0,1.0
3139,3,11.0,3.0,8.0,2.0,4.0,3.0,7.0,5.48124849,0.46689488,5.22750486,0.0
3140,1,6.0,3.93141668,3.0,4.0,7.0,-0.39091919,4.80841937,4.0,1.0,5.0,0.0
3140,2,7.0,3.5,4.0,4.4149176,6.0,0.0,0.5,2.0,3.0,2.11325142,0.0
3140,3,11.0,2.0391622,9.24536431,2.0,4.0,3.0,6.59346201,5.0,1.0,4.0,1.0
3141,1,6.51391186,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3141,2,7.0,3.5,4.0,4.5,6.0,-0.0381269,0.5,2.0,3.0,2.0,1.0
3141,3,10.5208226,3.0,8.0,2.0,4.0,3.0,7.0,5.0,1.0,4.02666031,0.0
3142,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,6.59718225,1.0
3142,2,7.0,3.5,4.0,4.5,5.94225753,-2.1171054,0.5,2.0,3.0,2.0,0.0
3142,3,10.83183102,3.0,8.0,2.0,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3143,1,6.0,5.50372634,3.0,4.0,7.0,0.0,2.0,4.0,1.0,3.59754471,0.0
3143,2,7.0,3.76427162,4.0,4.5,6.0,0.0,0.59226909,2.0,3.0,2.0,0.0
3143,3,11.0,3.0,8.0,-0.99629932,4.0,3.0,7.0,5.0,1.0,4.0,1.0
3144,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,4.9470981,0.0
3144,2,7.0,3.5,3.38282658,4.5,6.0,0.0,0.5,1.17093382,3.0,2.0,0.0
3144,3,11.0,3.0,8.50794663,2.0,4.0,3.0,7.00567904,5.0,1.0,4.0,1.0
3145,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3145,2,6.44635522,2.69311939,4.0,4.5,6.0,0.0,0.5,2.0,3.66965475,2.0,1.0
3145,3,10.37208797,3.0,8.0,2.0,4.0,3.0,7.0,5.0,2.68071331,4.0,0.0
3146,1,5.2760876,6.0,3.0,4.0,7.0,0.0,2.52798959,4.0,1.0,5.0,0.0
3146,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,2.0,1.0
3146,3,11.0,3.0,8.0,2.0,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3147,1,6.0,4.76318549,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,1.0
3147,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,2.42085917,0.0
3147,3,11.0,3.0,8.0,2.0,4.0,3.0,7.49055139,5.0,0.70700717,4.0,0.0
3148,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,5.1178623,1.0,5.0,0.0
3148,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,3.55968583,3.0,2.0,0.0
3148,3,11.0,3.0,8.0,2.0,4.0,3.0,7.0,5.0,1.98897492,4.0,1.0
3149,1,6.50359127,4.55595967,3.0,4.0,7.0,0.05134062,2.0,4.0,1.51712979,5.0,0.0
3149,2,7.0,3.5,4.0,4.5,6.0,0.0,0.74391026,2.0,3.0,2.36342179,1.0
3149,3,8.72089745,3.0,8.0,2.48688632,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3150,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,6.65547253,0.0
3150,2,6.53023067,3.5,4.0,5.25668964,6.0,0.0,0.5,2.0,3.0,2.0,1.0
3150,3,10.60358032,3.0,6.95415945,2.0,3.40812565,3.0,7.0,5.0,1.0,5.17721715,0.0
3151,1,6.0,6.0,3.04778315,4.0,7.10438685,0.0,2.06610136,4.0,-0.1295597,5.0,0.0
3151,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,0.43910337,0.0
3151,3,11.0,4.04811634,8.0,2.19816511,4.0,3.0,7.58588135,5.0,0.1533934,4.0,1.0
3152,1,6.0,5.8903147,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3152,2,7.0,3.5,4.12548742,4.5,6.0,0.0,0.5,2.0,3.0,2.0,1.0
3152,3,11.0,3.0,8.0,2.0,4.0,4.47809504,6.13824493,5.01797972,0.52130543,4.0,0.0
3153,1,6.92379688,5.89950488,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3153,2,6.96070452,3.5,4.0,4.26235766,7.19655077,0.0,0.5,2.76272946,1.18437522,2.0,1.0
3153,3,11.0,3.0,8.0,2.0,2.65325222,3.0,7.0,5.0,1.0,2.86065056,0.0
3154,1,6.0,6.0,3.0,4.39618403,7.0,0.0,1.17535573,4.0,1.0,5.44392687,1.0
3154,2,7.0,3.5,4.0,4.5,6.0,0.0,1.77955782,2.0,3.01928296,2.0,0.0
3154,3,11.0,3.0,8.0,2.0,4.0,3.0,7.0,5.0,1.0,3.31158053,0.0
3155,1,6.0,6.0,3.4608203,4.0,7.0,0.0,3.12691417,3.21506806,0.55782647,5.0,0.0
3155,2,8.1919035,4.82382221,4.0,3.58103345,6.0,0.0,0.5,2.0,3.0,2.0,0.0
3155,3,11.0,3.0,8.0,2.0,4.0,3.0,7.0,5.05906298,1.0,4.0,1.0
3156,1,6.0,6.0,3.0,4.0,7.0,1.05273483,2.0,3.82447283,1.0,5.0,0.0
3156,2,7.0,3.5,4.0,4.5,4.98962573,0.0,0.5,1.17594581,3.0,2.0,1.0
3156,3,11.0,2.61307973,8.0,2.0,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3157,1,6.0,8.18432348,2.89511212,4.0,7.0,0.0,2.45759339,4.0,1.0,4.92283774,0.0
3157,2,7.0,3.5,4.56786255,4.5,5.16143789,0.0,0.5,2.0,1.60696127,2.0,1.0
3157,3,11.0,3.0,8.0,2.0,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3158,1,7.03044887,6.0,3.0,4.0,6.61886113,0.95624698,2.0,4.9746742,1.0,5.0,0.0
3158,2,7.0,3.5,4.0,4.5,6.44998831,0.0,0.5,3.56539456,2.87338061,2.0,1.0
3158,3,11.0,3.0,7.18680595,2.0,4.0,2.45426881,7.0,5.0,1.0,4.0,0.0
3159,1,6.0,6.0,3.0,4.0,7.0,0.0,0.69400864,4.0,1.0,5.0,0.0
3159,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,2.0,0.0
3159,3,11.0,3.0,8.0,0.6195501,3.94493072,3.0,7.0,5.0,1.0,4.0,1.0
3160,1,6.0,6.09853558,3.74674045,4.80879461,7.0,0.0,2.0,4.0,1.0,5.29269006,0.0
3160,2,7.0,3.5,4.39473588,4.5,6.19054762,0.0,-0.34949715,2.0,4.45373778,1.6654652,0.0
3160,3,11.0,3.0,8.0,1.71007356,3.73607014,3.0,7.0,5.0,1.0,3.52085072,1.0
3161,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,6.18785601,0.0
3161,2,5.90343211,3.5,3.97553734,4.5,6.0,0.0,0.5,2.0,3.0,2.0,0.0
3161,3,11.0,3.0,8.0,2.0,4.0,3.0,5.19616881,5.0,1.0,4.0,1.0
3162,1,5.87413586,6.0,3.0,4.0,7.0,0.0,2.0,4.0,2.08517298,4.33176982,0.0
3162,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,2.0,1.0
3162,3,11.0,3.0,8.0,2.0,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3163,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.36448234,0.0
3163,2,7.0,3.5,4.0,4.5,6.0,0.27728945,0.5,2.0,3.0,2.0,1.0
3163,3,11.0,3.0,8.0,2.0,3.70624234,3.0,7.0,5.0,1.0,3.94435622,0.0
3164,1,7.31423886,6.0,2.88386778,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3164,2,7.0,3.5,3.34614193,4.5,6.0,0.0,0.5,2.0,2.58735216,2.00756608,1.0
3164,3,11.0,3.0,8.0,2.0,4.0,4.24283912,7.0,5.0,1.0,4.0,0.0
3165,1,6.0,6.0,5.06212475,4.56217919,7.0,0.0,2.0,5.63996179,1.0,5.0,0.0
3165,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,2.0,0.0
3165,3,11.0,2.01833559,8.0,1.26640132,4.0,3.0,8.02345092,3.11832525,1.0,4.0,1.0
3166,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3166,2,7.0,2.93529457,2.73814071,5.15326803,6.0,0.0,0.5,0.37593656,3.0,2.0,1.0
3166,3,12.13236888,3.0,8.0,2.0,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3167,1,6.0,6.69640566,3.0,4.0,7.0,0.21530164,2.0,4.0,1.0,5.0,0.0
3167,2,7.0,3.5,4.0,4.5,6.0,-0.45213428,-0.01372705,2.07122065,3.0,3.84989026,1.0
3167,3,12.79411733,3.0,8.0,2.0,5.74509185,3.0,7.0,5.0,0.66076428,4.0,0.0
3168,1,4.59129171,6.0,3.0,4.38075993,7.0,0.0,2.0,4.0,1.0,5.32606117,0.0
3168,2,6.72101517,3.5,4.0,4.5,6.0,0.0,0.5,2.0,2.24026275,1.57607063,1.0
3168,3,11.0,3.0,8.0,2.0,4.0,4.575652,7.0,5.0,1.0,4.0,0.0
3169,1,7.47085611,6.0,3.0,4.0,7.0,0.09184242,2.0,4.0,1.0,5.0,0.0
3169,2,7.0,2.50048101,4.0,5.64549692,6.0,0.0,0.5,1.9200945,3.0,2.0,1.0
3169,3,11.0,2.7463591,8.0,2.0,4.0,3.0,7.0,5.0,1.0,2.9899246,0.0
3170,1,6.0,5.42454784,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3170,2,7.0,3.5,4.0,4.5,7.72955936,0.0,0.5,2.0,3.0,2.0,1.0
3170,3,13.42734586,3.0,8.0,2.0,4.0,3.0,7.0,5.0,1.0,3.5799825,0.0
3171,1,6.0,6.47590627,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3171,2,7.0,3.5,4.0,4.5,6.0,-0.2293922,0.5,2.0,3.65384382,2.44668761,1.0
3171,3,11.0,3.0,8.0,-0.68796546,4.7579129,3.0,7.0,5.0,0.85815135,4.0,0.0
3172,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3172,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,2.0,0.0
3172,3,10.63503259,1.87999219,8.0,2.0,4.0,3.0,7.0,5.0,1.0,4.0,1.0
3173,1,6.0,6.0,4.00882241,4.0,7.0,0.0,2.0,4.0,0.98405894,3.56633164,0.0
3173,2,7.0,3.5,4.0,3.39681795,6.0,0.0,0.5,2.0,2.81873638,2.0,1.0
3173,3,11.0,3.0,6.91280855,2.0,3.44581072,3.0,7.0,5.0,1.0,4.0,0.0
3174,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3174,2,7.0,3.5,4.0,4.5,5.26921182,0.0,0.76305195,2.0,2.67644382,2.0,1.0
3174,3,11.0,3.0,8.0,2.0,4.43514254,3.0,7.0,5.0,0.46218175,4.0,0.0
3175,1,6.0,6.0,4.65729123,4.0,7.0,0.0,0.99703968,4.0,1.0,5.0,0.0
3175,2,7.0,2.04238438,4.0,4.5,6.0,-0.37029773,0.5,2.0,3.0,0.29217294,1.0
3175,3,11.0,3.0,8.0,2.0,4.0,3.0,6.57689074,5.0,2.19102805,4.00643715,0.0
3176,1,6.0,6.0,3.0,3.27329524,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3176,2,7.0,3.5,4.0,4.5,6.0,-0.2312591,0.5,2.0,3.0,2.0,1.0
3176,3,11.60812664,3.0,8.0,2.0,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3177,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.51306845,5.0,0.0
3177,2,7.0,3.5,4.0,3.13190413,6.0,0.0,0.5,2.0,3.0,1.59030103,1.0
3177,3,11.0,3.0,8.0,2.0,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3178,1,6.0,6.0,3.0,3.73020422,7.0,0.39869334,2.0,4.0,1.0,5.0,0.0
3178,2,7.0,3.5,4.0,4.5,6.0,2.33575807,0.5,2.0,3.38073472,2.2357223,1.0
3178,3,11.0,3.0,8.0,3.73032893,2.8752272,3.0,7.0,4.36593492,1.0,5.75000142,0.0
3179,1,7.82485409,6.1817809,3.0,4.0,7.02815971,0.0,0.50413918,4.0,1.0,5.0,0.0
3179,2,7.0,3.5,3.23342778,4.5,6.03019713,0.0,0.5,2.0,3.0,2.0,1.0
3179,3,14.00191097,2.008538,8.0,1.92345173,4.0,3.90998687,7.0,5.0,1.0,4.0,0.0
3180,1,6.0,6.48009097,4.23454897,4.0,7.0,0.0,2.682822,4.0,1.0,5.0,0.0
3180,2,7.0,3.5,4.0,4.5,6.0,0.22968941,0.5,1.04250691,3.0,2.0,1.0
3180,3,10.42241575,3.41444588,8.0,2.0,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3181,1,6.0,6.41760892,3.0,4.0,7.0,0.0,2.0,4.0,1.0,6.41821193,0.0
3181,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,2.0,1.0
3181,3,11.0,3.0,8.0,2.0,4.0,3.0,7.0,4.21455751,1.0,4.0,0.0
3182,1,6.0,6.30983629,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3182,2,7.0,2.90996805,4.0,4.5,6.0,0.0,0.5,1.52605185,3.68459561,2.0,1.0
3182,3,9.9033529,3.0,8.0,2.0,4.0,3.0,6.55650836,5.0,1.0,4.0,0.0
3183,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3183,2,7.0,3.5,4.0,4.5,4.88206595,0.0,0.5,2.0,3.0,2.0,1.0
3183,3,11.0,3.0,8.0,2.0,4.0,3.0,6.08673974,5.0,1.64219916,4.0,0.0
3184,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,0.00602235,5.0,0.0
3184,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,2.0,1.0
3184,3,11.0,3.0,8.0,3.52007143,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3185,1,6.0,6.0,3.0,3.85822692,7.0,0.0,1.88091473,4.83738232,1.0,3.93871886,0.0
3185,2,7.0,3.5,4.0,4.5,6.0,0.16405778,0.5,2.12601453,3.0,2.0,0.0
3185,3,11.0,3.23904238,8.0,2.0,4.0,3.27104385,7.0,5.0,2.28730847,4.0,1.0
3186,1,6.0,6.0,4.30896512,4.0,7.0,0.0,2.0,4.0,1.0,3.39219852,0.0
3186,2,7.0,2.98460314,4.0,4.5,6.0,0.0,0.87529626,2.0,3.0,2.0,1.0
3186,3,11.61902833,3.0,8.0,2.4998956,4.0,3.0,5.70474037,5.0,1.0,4.0,0.0
3187,1,6.0,6.04713477,3.0,4.0,7.0,0.4401788,2.0,4.0,1.0,5.0,0.0
3187,2,7.0,3.5,4.0,4.5,6.0,-0.56315881,0.93088855,2.0,2.20926062,2.0,1.0
3187,3,11.0,3.0,8.0,2.0,4.25904431,3.0,7.0,5.0,1.0,4.0,0.0
3188,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3188,2,7.0,3.5,4.0,4.5,6.0,0.58890283,0.5,2.0,2.244856,2.0,1.0
3188,3,11.0,4.66402857,8.0,2.0,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3189,1,6.0,3.78076542,3.0,4.0,7.57941417,0.70405517,2.0,4.0,1.0,5.0,1.0
3189,2,7.0,3.5,4.0,3.09769934,5.02982269,0.0,0.5,2.1096788,3.0,4.14567583,0.0
3189,3,12.09597203,3.0,8.0,2.0,4.0,1.46763168,7.0,3.90460694,1.0,4.09067193,0.0
3190,1,6.0,6.0,3.0,4.0,5.66398485,0.0,2.0,4.0,1.0,5.0,0.0
3190,2,7.0,3.5,3.95890882,4.5,6.0,0.0,0.5,2.0,3.0,2.0,1.0
3190,3,11.0,3.30500511,8.0,2.0,4.0,2.27340551,7.0,5.0,1.0,4.0,0.0
3191,1,6.52864844,6.44346621,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3191,2,7.0,6.609318,4.0,5.78051798,4.33232638,0.0,-0.81173509,2.0,3.0,2.0,0.0
3191,3,11.0,2.4803058,8.0,2.0,4.0,3.0,7.0,5.0,1.37371802,4.0,1.0
3192,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3192,2,7.0,3.5,4.0,4.87233908,6.0,0.0,0.5,2.0,3.0,2.0,1.0
3192,3,11.0,3.0,8.0,2.0,4.0,3.0,7.0,5.26906994,1.0,4.0,0.0
3193,1,5.08864848,6.0,3.0,4.0,8.03069735,0.20197476,2.0,4.0,2.27709636,5.0,0.0
3193,2,7.0,3.5,4.0,4.5,5.87574746,0.0,0.82743365,2.0,2.62826121,2.0,0.0
3193,3,11.0,3.0,8.08195649,2.0,4.0,3.0,7.0,5.0,1.0,4.49682339,1.0
3194,1,6.0,6.0,3.0,4.0,6.97594065,0.0,3.10465005,4.0,1.0,5.16776092,0.0
3194,2,7.0,3.5,4.0,4.5,6.0,0.0,0.67343193,0.94300737,3.0,2.0,1.0
3194,3,11.0,2.56449679,8.0,2.0,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3195,1,6.0,6.0,3.0,4.0,8.29276286,1.74129255,2.0,4.0,1.0,5.0,1.0
3195,2,7.0,3.5,3.91263032,4.5,6.0,-1.25822964,0.5,2.85153399,3.0,2.0,0.0
3195,3,11.0,3.0,8.0,2.0,4.0,3.74730028,6.96226844,5.0,1.0,4.0,0.0
3196,1,6.0,6.0,2.99631172,4.0,7.0,0.0,1.77901526,4.0,1.0,5.0,0.0
3196,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,2.0,1.0
3196,3,11.0,3.0,8.39113901,2.0,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3197,1,6.85090891,4.09497248,3.0,4.0,7.0,0.0,2.13130544,4.0,1.0,5.0,0.0
3197,2,7.0,3.5,4.0,3.05537192,6.0,-1.13559493,0.5,2.78964993,3.0,2.0,0.0
3197,3,11.0,3.0,8.0,2.0,4.0,3.0,7.0,5.0,1.0,4.0,1.0
3198,1,6.0,6.0,3.0,4.0,7.0,0.0,2.30332728,4.0,1.0,5.0,0.0
3198,2,7.0,3.5,4.0,4.22340895,6.53026423,0.0,0.5,2.01649648,3.0,2.0,1.0
3198,3,11.0,3.0,8.0,2.0,4.0,3.86337307,7.0,5.0,1.0,4.0,0.0
3199,1,6.0,6.20523592,2.93999859,4.0,7.0,0.0,2.0,4.0,1.11785622,5.0,0.0
3199,2,7.0,3.5,3.22457044,4.5,6.0,0.0,0.5,2.0,3.0,2.0,1.0
3199,3,11.0,3.0,7.25261847,2.0,4.0,3.0,6.59069847,5.0,1.0,4.0,0.0
3200,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3200,2,7.1450083,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,2.0,1.0
3200,3,11.0,3.0,8.49898438,2.0,4.0,3.0,7.0,5.0,1.0,3.23548822,0.0
3201,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3201,2,7.0,3.5,4.0,3.89389585,6.0,0.0,0.5,2.0,3.0,2.0,1.0
3201,3,11.0,3.0,8.0,2.0,4.0,3.0,7.0,5.81511043,1.0,4.0,0.0
3202,1,6.0,6.0,3.0,4.0,8.43000147,-0.61476092,2.0,4.0,1.0,5.0,1.0
3202,2,7.0,3.37511594,4.0,6.00608581,4.5469785,0.0,0.5,3.28095818,3.0,2.0,0.0
3202,3,11.0,3.0,8.0,2.18903889,4.0,3.0,7.0,6.06444746,0.83684951,3.40115537,0.0
3203,1,6.0,6.0,3.0,4.0,6.15650004,0.0,2.0,4.0,0.74121085,5.0,0.0
3203,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.75025093,3.8502039,2.0,0.0
3203,3,11.0,3.0,7.91717178,2.0,4.0,3.0,7.0,5.0,1.0,4.0,1.0
3204,1,6.0,6.0,3.0,4.0,7.0,0.01480226,2.0,4.03898133,1.0,5.0,0.0
3204,2,7.0,3.934387,4.0,4.5,6.0,0.0,0.5,1.77569671,3.0,2.0,1.0
3204,3,11.0,3.0,8.0,2.0,4.0,3.0,6.40660467,5.0,1.0,4.0,0.0
3205,1,6.0,6.0,5.04686705,4.0,7.0,0.0,2.0,3.92785152,0.94485517,4.7676137,0.0
3205,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,2.0,1.0
3205,3,11.0,3.0,8.40241841,2.0,4.0,3.0,7.0,5.0,1.0,4.68557601,0.0
3206,1,6.0,5.33562544,2.92819543,4.0,7.0,0.0,2.0,3.56443279,1.0,5.0,0.0
3206,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,2.0,0.0
3206,3,11.0,3.0,8.0,2.0,4.0,3.0,7.0,5.37707057,1.0,4.0,1.0
3207,1,6.0,6.18571425,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.41079541,0.0
3207,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,2.0,3.0,2.0,1.0
3207,3,11.0,3.0,8.0,0.73580609,4.0,3.15214985,7.0,5.0,1.0,4.0,0.0
3208,1,5.78459933,6.0,3.0,5.1230932,7.0,0.0,2.32911475,4.99592707,1.0,5.0,0.0
3208,2,7.0,4.40310175,4.0,4.5,6.04684144,0.0,0.5,2.0,3.0,2.0,1.0
3208,3,11.0,2.73027771,8.0,2.0,4.97138347,3.0,7.0,5.0,1.0,4.0,0.0
3209,1,7.27814243,6.0,3.0,4.0,7.0,0.0,2.0,4.0,1.0,5.0,0.0
3209,2,7.0,3.5,4.0,4.14098559,6.0,-0.42770685,0.5,2.0,3.0,2.0,1.0
3209,3,11.0,3.0,8.165351,2.0,1.84315658,3.0,8.37601178,5.0,0.62058845,4.0,0.0
3210,1,6.0,6.0,3.0,4.0,7.0,0.0,2.0,5.23293766,1.0,5.0,0.0
3210,2,7.0,3.5,4.0,4.5,6.88473373,0.0,0.5,2.0,3.02007579,2.18552384,1.0
3210,3,11.0,3.0,8.0,2.5630012,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3211,1,5.88576455,6.0,3.0,6.13162906,7.0,0.0,2.06985784,4.0,1.0,5.0,0.0
3211,2,7.0,4.16210098,4.0,4.5,6.0,0.0,0.5,2.51657749,3.0,2.0,1.0
3211,3,11.0,3.0,8.0,2.0,4.0,3.0,7.0,5.0,1.0,4.0,0.0
3212,1,6.0,6.0,3.0,4.0,7.0,0.0,2.50062492,4.0,1.0,5.99107537,0.0
3212,2,7.0,3.5,4.0,4.5,6.0,0.0,0.5,0.54969667,3.0,2.0,1.0
3212,3,10.5609073,3.0,8.0,2.25026191,5.36746038,3.0,8.16732131,5.0,1.0,4.0,0.0
3213,1,6.0,5.70073982,3.0,4.0,7.71276999,0.0,2.74083431,4.0,1.0,3.55221526,0.0
3213,2,7.0,3.5,4.0,4.5,6.0,0.0,1.75626785,0.23870556,3.0,2.0,1.0
3213,3,11.04834439,3.0,8.0,2.0,3.83504741,3.0,7.0,3.67309564,1.0,4.0,0.0
3214,1,6.0,6.0,2.28100057,4.0,7.0,1.19454451,2.0,4.0,1.0,5.59425636,1.0
3214,2,7.0,3.5,4.0,4.5,5.48461005,-1.46003613,0.5,2.0,3.0,1.22545516,0.0
