,sl.no,idx.chid,idx.alt,choice,cost,risk,weight,seats,noise,crowdness,convloc,clientele,african,lifeExp,dwage,iwage,educ,fatalism,gender,age,haveChildren,swim,idx.id,av,afrifer,afrihov,afriwat,lifefer,lifehov,lifewat,dwagfer,dwaghov,dwagwat,iwagfer,iwaghov,iwagwat,educfer,educhov,educwat,gendfer,gendhov,gendwat,agefer,agehove,agewat,Childfer,Childhov,Childwat,swimfer,swimhov,swimwat
961,961,345,Helicopter,0,0,0,0,0,0,0,0,0,0,31,0,83.6938019,1,0,1,49,1,1,8290806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,962,345,Hovercraft,0,0,0,0,0,0,0,0,0,0,31,0,83.6938019,1,0,1,49,1,1,8290806,0,0,0,0,0,31,0,0,0,0,0,83.6938019,0,0,1,0,0,1,0,0,49,0,0,1,0,0,1,0
963,963,345,WaterTaxi,0,142.619446,2.55127,1.4678842,0.8,0.4,0.6,0.6,0.8,0,31,0,83.6938019,1,2,1,49,1,1,8290806,1,0,0,0,0,0,31,0,0,0,0,0,83.6938019,0,0,1,0,0,1,0,0,49,0,0,1,0,0,1
964,964,346,Ferry,1,144.179581,4.431152,1.4678842,0.6,0.6,0.6,0.6,0.6,0,31,0,83.6938019,1,2,1,49,1,1,8290806,1,0,0,0,31,0,0,0,0,0,83.6938019,0,0,1,0,0,1,0,0,49,0,0,1,0,0,1,0,0
965,965,346,Helicopter,0,0,0,0,0,0,0,0,0,0,31,0,83.6938019,1,0,1,49,1,1,8290806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,966,346,Hovercraft,0,0,0,0,0,0,0,0,0,0,31,0,83.6938019,1,0,1,49,1,1,8290806,0,0,0,0,0,31,0,0,0,0,0,83.6938019,0,0,1,0,0,1,0,0,49,0,0,1,0,0,1,0
967,967,346,WaterTaxi,0,142.619446,2.55127,1.4678842,0.8,0.4,0.6,0.6,0.8,0,31,0,83.6938019,1,2,1,49,1,1,8290806,1,0,0,0,0,0,31,0,0,0,0,0,83.6938019,0,0,1,0,0,1,0,0,49,0,0,1,0,0,1
968,968,348,Ferry,1,215.181366,4.431152,1.4678842,0.4,0.6,0.6,0.8,0.8,0,30,128.0115814,128.0115814,1,1,1,55,1,1,8290808,1,0,0,0,30,0,0,128.0115814,0,0,128.0115814,0,0,1,0,0,1,0,0,55,0,0,1,0,0,1,0,0
969,969,348,Helicopter,0,0,0,0,0,0,0,0,0,0,30,128.0115814,128.0115814,1,0,1,55,1,1,8290808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,970,348,Hovercraft,0,96.313477,3.881836,1.4678842,1,1,0.6,0.4,0.8,0,30,128.0115814,128.0115814,1,1,1,55,1,1,8290808,1,0,0,0,0,30,0,0,128.0115814,0,0,128.0115814,0,0,1,0,0,1,0,0,55,0,0,1,0,0,1,0
971,971,348,WaterTaxi,0,111.248161,2.55127,1.4678842,0.6,1,0.6,0.6,0.8,0,30,128.0115814,128.0115814,1,1,1,55,1,1,8290808,1,0,0,0,0,0,30,0,0,128.0115814,0,0,128.0115814,0,0,1,0,0,1,0,0,55,0,0,1,0,0,1
972,972,351,Ferry,0,215.181366,4.431152,1.4678842,0.4,0.6,0.6,0.8,0.8,0,30,128.0115814,128.0115814,1,1,1,55,1,1,8290808,1,0,0,0,30,0,0,128.0115814,0,0,128.0115814,0,0,1,0,0,1,0,0,55,0,0,1,0,0,1,0,0
973,973,351,Helicopter,0,0,0,0,0,0,0,0,0,0,30,128.0115814,128.0115814,1,0,1,55,1,1,8290808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,974,351,Hovercraft,0,0,0,0,0,0,0,0,0,0,30,128.0115814,128.0115814,1,0,1,55,1,1,8290808,0,0,0,0,0,30,0,0,128.0115814,0,0,128.0115814,0,0,1,0,0,1,0,0,55,0,0,1,0,0,1,0
975,975,351,WaterTaxi,1,111.248161,2.55127,1.4678842,0.6,1,0.6,0.6,0.8,0,30,128.0115814,128.0115814,1,1,1,55,1,1,8290808,1,0,0,0,0,0,30,0,0,128.0115814,0,0,128.0115814,0,0,1,0,0,1,0,0,55,0,0,1,0,0,1
976,976,352,Ferry,1,215.181366,4.431152,1.4678842,0.4,0.6,0.6,0.8,0.8,0,30,128.0115814,128.0115814,1,1,1,55,1,1,8290808,1,0,0,0,30,0,0,128.0115814,0,0,128.0115814,0,0,1,0,0,1,0,0,55,0,0,1,0,0,1,0,0
977,977,352,Helicopter,0,98.751793,18.408203,1.4678842,0.8,1,0.6,0.4,0.8,0,30,128.0115814,128.0115814,1,1,1,55,1,1,8290808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,978,352,Hovercraft,0,0,0,0,0,0,0,0,0,0,30,128.0115814,128.0115814,1,0,1,55,1,1,8290808,0,0,0,0,0,30,0,0,128.0115814,0,0,128.0115814,0,0,1,0,0,1,0,0,55,0,0,1,0,0,1,0
979,979,352,WaterTaxi,0,111.248161,2.55127,1.4678842,0.6,1,0.6,0.6,0.8,0,30,128.0115814,128.0115814,1,1,1,55,1,1,8290808,1,0,0,0,0,0,30,0,0,128.0115814,0,0,128.0115814,0,0,1,0,0,1,0,0,55,0,0,1,0,0,1
980,980,353,Ferry,1,47.694572,4.431152,1.4678842,0.6,0.4,0.6,0.8,0.8,0,55,0,27.4167423,1,1,0,30,0,1,8290809,1,0,0,0,55,0,0,0,0,0,27.4167423,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0,0
981,981,353,Helicopter,0,0,0,0,0,0,0,0,0,0,55,0,27.4167423,1,0,0,30,0,1,8290809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,982,353,Hovercraft,0,52.794479,3.881836,1.4678842,0.8,0.8,0.6,0.8,0.8,0,55,0,27.4167423,1,1,0,30,0,1,8290809,1,0,0,0,0,55,0,0,0,0,0,27.4167423,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0
983,983,353,WaterTaxi,0,55.993099,2.55127,1.4678842,0.8,0.8,0.6,0.8,0.8,0,55,0,27.4167423,1,1,0,30,0,1,8290809,1,0,0,0,0,0,55,0,0,0,0,0,27.4167423,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1
984,984,354,Ferry,1,47.694572,4.431152,1.4678842,0.6,0.4,0.6,0.8,0.8,0,55,0,27.4167423,1,1,0,30,0,1,8290809,1,0,0,0,55,0,0,0,0,0,27.4167423,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0,0
985,985,354,Helicopter,0,75.483345,18.408203,1.4678842,0.8,0.6,0.6,0.8,0.8,0,55,0,27.4167423,1,1,0,30,0,1,8290809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,986,354,Hovercraft,0,62.794479,3.881836,1.4678842,0.8,0.8,0.6,0.8,0.8,0,55,0,27.4167423,1,1,0,30,0,1,8290809,1,0,0,0,0,55,0,0,0,0,0,27.4167423,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0
987,987,354,WaterTaxi,0,55.993099,2.55127,1.4678842,0.8,0.8,0.6,0.8,0.8,0,55,0,27.4167423,1,1,0,30,0,1,8290809,1,0,0,0,0,0,55,0,0,0,0,0,27.4167423,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1
988,988,355,Ferry,1,47.694572,4.431152,1.4678842,0.6,0.4,0.6,0.8,0.8,0,55,0,27.4167423,1,1,0,30,0,1,8290809,1,0,0,0,55,0,0,0,0,0,27.4167423,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0,0
989,989,355,Helicopter,0,75.483345,18.408203,1.4678842,0.8,0.6,0.6,0.8,0.8,0,55,0,27.4167423,1,1,0,30,0,1,8290809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,990,355,Hovercraft,0,0,0,0,0,0,0,0,0,0,55,0,27.4167423,1,0,0,30,0,1,8290809,0,0,0,0,0,55,0,0,0,0,0,27.4167423,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0
991,991,355,WaterTaxi,0,55.993099,2.55127,1.4678842,0.8,0.8,0.6,0.8,0.8,0,55,0,27.4167423,1,1,0,30,0,1,8290809,1,0,0,0,0,0,55,0,0,0,0,0,27.4167423,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1
992,992,356,Ferry,1,47.694572,4.431152,1.4678842,0.6,0.4,0.6,0.8,0.8,0,55,0,27.4167423,1,1,0,30,0,1,8290809,1,0,0,0,55,0,0,0,0,0,27.4167423,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0,0
993,993,356,Helicopter,0,85.483345,18.408203,1.4678842,0.8,0.6,0.6,0.8,0.8,0,55,0,27.4167423,1,1,0,30,0,1,8290809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,994,356,Hovercraft,0,0,0,0,0,0,0,0,0,0,55,0,27.4167423,1,0,0,30,0,1,8290809,0,0,0,0,0,55,0,0,0,0,0,27.4167423,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0
995,995,356,WaterTaxi,0,55.993099,2.55127,1.4678842,0.8,0.8,0.6,0.8,0.8,0,55,0,27.4167423,1,1,0,30,0,1,8290809,1,0,0,0,0,0,55,0,0,0,0,0,27.4167423,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1
996,996,368,Ferry,0,51.298527,4.431152,0.3863821,0.6,0.4,0.6,0.6,0.6,0,48,0,27.8349838,1,5,1,32,0,1,8300104,1,0,0,0,48,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,32,0,0,0,0,0,1,0,0
997,997,368,Helicopter,0,0,0,0,0,0,0,0,0,0,48,0,27.8349838,1,0,1,32,0,1,8300104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,998,368,Hovercraft,0,0,0,0,0,0,0,0,0,0,48,0,27.8349838,1,0,1,32,0,1,8300104,0,0,0,0,0,48,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,32,0,0,0,0,0,1,0
999,999,368,WaterTaxi,1,114.374802,2.55127,0.3863821,0.8,0.8,0.8,0.6,0.8,0,48,0,27.8349838,1,5,1,32,0,1,8300104,1,0,0,0,0,0,48,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,32,0,0,0,0,0,1
1000,1000,369,Ferry,1,51.298527,4.431152,0.3863821,0.6,0.4,0.6,0.6,0.6,0,48,0,27.8349838,1,5,1,32,0,1,8300104,1,0,0,0,48,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,32,0,0,0,0,0,1,0,0
1001,1001,369,Helicopter,0,0,0,0,0,0,0,0,0,0,48,0,27.8349838,1,0,1,32,0,1,8300104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,1002,369,Hovercraft,0,0,0,0,0,0,0,0,0,0,48,0,27.8349838,1,0,1,32,0,1,8300104,0,0,0,0,0,48,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,32,0,0,0,0,0,1,0
1003,1003,369,WaterTaxi,0,114.374802,2.55127,0.3863821,0.8,0.8,0.8,0.6,0.8,0,48,0,27.8349838,1,5,1,32,0,1,8300104,1,0,0,0,0,0,48,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,32,0,0,0,0,0,1
1004,1004,370,Ferry,0,51.298527,4.431152,0.3863821,0.6,0.4,0.6,0.6,0.6,0,48,0,27.8349838,1,5,1,32,0,1,8300104,1,0,0,0,48,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,32,0,0,0,0,0,1,0,0
1005,1005,370,Helicopter,0,0,0,0,0,0,0,0,0,0,48,0,27.8349838,1,0,1,32,0,1,8300104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,1006,370,Hovercraft,0,0,0,0,0,0,0,0,0,0,48,0,27.8349838,1,0,1,32,0,1,8300104,0,0,0,0,0,48,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,32,0,0,0,0,0,1,0
1007,1007,370,WaterTaxi,1,114.374802,2.55127,0.3863821,0.8,0.8,0.8,0.6,0.8,0,48,0,27.8349838,1,5,1,32,0,1,8300104,1,0,0,0,0,0,48,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,32,0,0,0,0,0,1
1008,1008,371,Ferry,0,51.298527,4.431152,0.3863821,0.6,0.4,0.6,0.6,0.6,0,48,0,27.8349838,1,5,1,32,0,1,8300104,1,0,0,0,48,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,32,0,0,0,0,0,1,0,0
1009,1009,371,Helicopter,0,0,0,0,0,0,0,0,0,0,48,0,27.8349838,1,0,1,32,0,1,8300104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,1010,371,Hovercraft,0,0,0,0,0,0,0,0,0,0,48,0,27.8349838,1,0,1,32,0,1,8300104,0,0,0,0,0,48,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,32,0,0,0,0,0,1,0
1011,1011,371,WaterTaxi,1,114.374802,2.55127,0.3863821,0.8,0.8,0.8,0.6,0.8,0,48,0,27.8349838,1,5,1,32,0,1,8300104,1,0,0,0,0,0,48,0,0,0,0,0,27.8349838,0,0,1,0,0,1,0,0,32,0,0,0,0,0,1
1012,1012,385,Ferry,0,2,4.431152,0.3863821,0.6,0.2,0.2,0.2,0.6,1,23,0,0,0,9,0,62,1,0,8300201,1,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,1,0,0,0,0,0
1013,1013,385,Helicopter,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,62,1,0,8300201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,1014,385,Hovercraft,0,40,3.881836,0.3863821,1,1,1,1,1,1,23,0,0,0,9,0,62,1,0,8300201,1,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,1,0,0,0,0
1015,1015,385,WaterTaxi,1,40,2.55127,0.3863821,1,1,1,1,1,1,23,0,0,0,9,0,62,1,0,8300201,1,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,1,0,0,0
1016,1016,387,Ferry,1,2,4.431152,0.3863821,0.6,0.2,0.2,0.2,0.6,1,23,0,0,0,9,0,62,1,0,8300201,1,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,1,0,0,0,0,0
1017,1017,387,Helicopter,0,70,18.408203,0.3863821,1,1,1,1,1,1,23,0,0,0,9,0,62,1,0,8300201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,1018,387,Hovercraft,0,35,3.881836,0.3863821,1,1,1,1,1,1,23,0,0,0,9,0,62,1,0,8300201,1,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,1,0,0,0,0
1019,1019,387,WaterTaxi,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,62,1,0,8300201,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,1,0,0,0
1020,1020,388,Ferry,0,8.581164,4.431152,0.3863821,0.6,0.2,0.2,0.2,0.2,1,56,2.3347569,2.3347569,1,8,0,29,0,0,8300202,1,1,0,0,56,0,0,2.3347569,0,0,2.3347569,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0
1021,1021,388,Helicopter,0,0,0,0,0,0,0,0,0,1,56,2.3347569,2.3347569,1,0,0,29,0,0,8300202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,1022,388,Hovercraft,0,94.887619,3.881836,0.3863821,1,1,1,1,1,1,56,2.3347569,2.3347569,1,8,0,29,0,0,8300202,1,0,1,0,0,56,0,0,2.3347569,0,0,2.3347569,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0
1023,1023,388,WaterTaxi,1,95.160011,2.55127,0.3863821,1,1,1,1,1,1,56,2.3347569,2.3347569,1,8,0,29,0,0,8300202,1,0,0,1,0,0,56,0,0,2.3347569,0,0,2.3347569,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0
1024,1024,389,Ferry,0,30.868361,4.431152,0.3863821,0.6,0.2,0.2,0.6,0.2,1,58,17.3210163,17.3210163,1,1,1,27,1,0,8300203,1,1,0,0,58,0,0,17.3210163,0,0,17.3210163,0,0,1,0,0,1,0,0,27,0,0,1,0,0,0,0,0
1025,1025,389,Helicopter,0,0,0,0,0,0,0,0,0,1,58,17.3210163,17.3210163,1,0,1,27,1,0,8300203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,1026,389,Hovercraft,0,48.083141,3.881836,0.3863821,1,1,1,1,1,1,58,17.3210163,17.3210163,1,1,1,27,1,0,8300203,1,0,1,0,0,58,0,0,17.3210163,0,0,17.3210163,0,0,1,0,0,1,0,0,27,0,0,1,0,0,0,0
1027,1027,389,WaterTaxi,1,50.103928,2.55127,0.3863821,1,1,1,1,1,1,58,17.3210163,17.3210163,1,1,1,27,1,0,8300203,1,0,0,1,0,0,58,0,0,17.3210163,0,0,17.3210163,0,0,1,0,0,1,0,0,27,0,0,1,0,0,0
1028,1028,392,Ferry,0,30.868361,4.431152,0.3863821,0.6,0.2,0.2,0.6,0.2,1,58,17.3210163,17.3210163,1,1,1,27,1,0,8300203,1,1,0,0,58,0,0,17.3210163,0,0,17.3210163,0,0,1,0,0,1,0,0,27,0,0,1,0,0,0,0,0
1029,1029,392,Helicopter,0,83.464203,18.408203,0.3863821,0.8,1,1,1,1,1,58,17.3210163,17.3210163,1,1,1,27,1,0,8300203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,1030,392,Hovercraft,0,68.083138,3.881836,0.3863821,1,1,1,1,1,1,58,17.3210163,17.3210163,1,1,1,27,1,0,8300203,1,0,1,0,0,58,0,0,17.3210163,0,0,17.3210163,0,0,1,0,0,1,0,0,27,0,0,1,0,0,0,0
1031,1031,392,WaterTaxi,1,50.103928,2.55127,0.3863821,1,1,1,1,1,1,58,17.3210163,17.3210163,1,1,1,27,1,0,8300203,1,0,0,1,0,0,58,0,0,17.3210163,0,0,17.3210163,0,0,1,0,0,1,0,0,27,0,0,1,0,0,0
1032,1032,394,Ferry,0,30.023565,4.431152,0.3863821,1,0.2,0.2,0.2,0.6,0,36,16.9168968,16.9168968,1,2,0,49,1,1,8300204,1,0,0,0,36,0,0,16.9168968,0,0,16.9168968,0,0,1,0,0,0,0,0,49,0,0,1,0,0,1,0,0
1033,1033,394,Helicopter,0,0,0,0,0,0,0,0,0,0,36,16.9168968,16.9168968,1,0,0,49,1,1,8300204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,1034,394,Hovercraft,0,44.469288,3.881836,0.3863821,1,1,1,1,1,0,36,16.9168968,16.9168968,1,2,0,49,1,1,8300204,1,0,0,0,0,36,0,0,16.9168968,0,0,16.9168968,0,0,1,0,0,0,0,0,49,0,0,1,0,0,1,0
1035,1035,394,WaterTaxi,1,46.442928,2.55127,0.3863821,1,1,1,1,1,0,36,16.9168968,16.9168968,1,2,0,49,1,1,8300204,1,0,0,0,0,0,36,0,0,16.9168968,0,0,16.9168968,0,0,1,0,0,0,0,0,49,0,0,1,0,0,1
1036,1036,397,Ferry,0,30.023565,4.431152,0.3863821,1,0.2,0.2,0.2,0.6,0,36,16.9168968,16.9168968,1,2,0,49,1,1,8300204,1,0,0,0,36,0,0,16.9168968,0,0,16.9168968,0,0,1,0,0,0,0,0,49,0,0,1,0,0,1,0,0
1037,1037,397,Helicopter,1,76.532852,18.408203,0.3863821,1,1,1,1,1,0,36,16.9168968,16.9168968,1,2,0,49,1,1,8300204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,1038,397,Hovercraft,0,62.756657,3.881836,0.3863821,1,1,1,1,1,0,36,16.9168968,16.9168968,1,2,0,49,1,1,8300204,1,0,0,0,0,36,0,0,16.9168968,0,0,16.9168968,0,0,1,0,0,0,0,0,49,0,0,1,0,0,1,0
1039,1039,397,WaterTaxi,0,46.442928,2.55127,0.3863821,1,1,1,1,1,0,36,16.9168968,16.9168968,1,2,0,49,1,1,8300204,1,0,0,0,0,0,36,0,0,16.9168968,0,0,16.9168968,0,0,1,0,0,0,0,0,49,0,0,1,0,0,1
1040,1040,399,Ferry,0,48.39164,4.431152,0.3863821,0.6,0.2,0.2,0.2,0.2,1,25,0,27.8349838,1,1,0,60,1,0,8300205,1,1,0,0,25,0,0,0,0,0,27.8349838,0,0,1,0,0,0,0,0,60,0,0,1,0,0,0,0,0
1041,1041,399,Helicopter,0,0,0,0,0,0,0,0,0,1,25,0,27.8349838,1,0,0,60,1,0,8300205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,1042,399,Hovercraft,0,52.989658,3.881836,0.3863821,1,1,1,1,1,1,25,0,27.8349838,1,1,0,60,1,0,8300205,1,0,1,0,0,25,0,0,0,0,0,27.8349838,0,0,1,0,0,0,0,0,60,0,0,1,0,0,0,0
1043,1043,399,WaterTaxi,1,56.237076,2.55127,0.3863821,1,1,1,1,1,1,25,0,27.8349838,1,1,0,60,1,0,8300205,1,0,0,1,0,0,25,0,0,0,0,0,27.8349838,0,0,1,0,0,0,0,0,60,0,0,1,0,0,0
1044,1044,400,Ferry,1,48.39164,4.431152,0.3863821,0.6,0.2,0.2,0.2,0.2,1,25,0,27.8349838,1,1,0,60,1,0,8300205,1,1,0,0,25,0,0,0,0,0,27.8349838,0,0,1,0,0,0,0,0,60,0,0,1,0,0,0,0,0
1045,1045,400,Helicopter,0,75.566994,18.408203,0.3863821,0.8,1,1,1,1,1,25,0,27.8349838,1,1,0,60,1,0,8300205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,1046,400,Hovercraft,0,62.989658,3.881836,0.3863821,1,1,1,1,1,1,25,0,27.8349838,1,1,0,60,1,0,8300205,1,0,1,0,0,25,0,0,0,0,0,27.8349838,0,0,1,0,0,0,0,0,60,0,0,1,0,0,0,0
1047,1047,400,WaterTaxi,0,0,0,0,0,0,0,0,0,1,25,0,27.8349838,1,0,0,60,1,0,8300205,0,0,0,1,0,0,25,0,0,0,0,0,27.8349838,0,0,1,0,0,0,0,0,60,0,0,1,0,0,0
1048,1048,401,Ferry,0,48.39164,4.431152,0.3863821,0.6,0.2,0.2,0.2,0.2,1,25,0,27.8349838,1,1,0,60,1,0,8300205,1,1,0,0,25,0,0,0,0,0,27.8349838,0,0,1,0,0,0,0,0,60,0,0,1,0,0,0,0,0
1049,1049,401,Helicopter,1,85.566994,18.408203,0.3863821,0.8,1,1,1,1,1,25,0,27.8349838,1,1,0,60,1,0,8300205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1050,401,Hovercraft,0,0,0,0,0,0,0,0,0,1,25,0,27.8349838,1,0,0,60,1,0,8300205,0,0,1,0,0,25,0,0,0,0,0,27.8349838,0,0,1,0,0,0,0,0,60,0,0,1,0,0,0,0
1051,1051,401,WaterTaxi,0,56.237076,2.55127,0.3863821,1,1,1,1,1,1,25,0,27.8349838,1,1,0,60,1,0,8300205,1,0,0,1,0,0,25,0,0,0,0,0,27.8349838,0,0,1,0,0,0,0,0,60,0,0,1,0,0,0
1052,1052,403,Ferry,0,48.39164,4.431152,0.3863821,0.6,0.2,0.2,0.2,0.2,1,25,0,27.8349838,1,1,0,60,1,0,8300205,1,1,0,0,25,0,0,0,0,0,27.8349838,0,0,1,0,0,0,0,0,60,0,0,1,0,0,0,0,0
1053,1053,403,Helicopter,0,85.566994,18.408203,0.3863821,0.8,1,1,1,1,1,25,0,27.8349838,1,1,0,60,1,0,8300205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,1054,403,Hovercraft,0,72.989662,3.881836,0.3863821,1,1,1,1,1,1,25,0,27.8349838,1,1,0,60,1,0,8300205,1,0,1,0,0,25,0,0,0,0,0,27.8349838,0,0,1,0,0,0,0,0,60,0,0,1,0,0,0,0
1055,1055,403,WaterTaxi,1,56.237076,2.55127,0.3863821,1,1,1,1,1,1,25,0,27.8349838,1,1,0,60,1,0,8300205,1,0,0,1,0,0,25,0,0,0,0,0,27.8349838,0,0,1,0,0,0,0,0,60,0,0,1,0,0,0
1056,1056,404,Ferry,0,53.458752,4.431152,0.3863821,1,0.2,0.2,0.6,0.6,1,21,30.8752518,30.8752518,1,2,0,64,1,0,8300206,1,1,0,0,21,0,0,30.8752518,0,0,30.8752518,0,0,1,0,0,0,0,0,64,0,0,1,0,0,0,0,0
1057,1057,404,Helicopter,0,0,0,0,0,0,0,0,0,1,21,30.8752518,30.8752518,1,0,0,64,1,0,8300206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,1058,404,Hovercraft,0,54.408451,3.881836,0.3863821,1,1,1,1,1,1,21,30.8752518,30.8752518,1,2,0,64,1,0,8300206,1,0,1,0,0,21,0,0,30.8752518,0,0,30.8752518,0,0,1,0,0,0,0,0,64,0,0,1,0,0,0,0
1059,1059,404,WaterTaxi,1,58.010563,2.55127,0.3863821,1,1,1,1,1,1,21,30.8752518,30.8752518,1,2,0,64,1,0,8300206,1,0,0,1,0,0,21,0,0,30.8752518,0,0,30.8752518,0,0,1,0,0,0,0,0,64,0,0,1,0,0,0
1060,1060,407,Ferry,1,53.458752,4.431152,0.3863821,1,0.2,0.2,0.6,0.6,1,21,30.8752518,30.8752518,1,2,0,64,1,0,8300206,1,1,0,0,21,0,0,30.8752518,0,0,30.8752518,0,0,1,0,0,0,0,0,64,0,0,1,0,0,0,0,0
1061,1061,407,Helicopter,0,76.175049,18.408203,0.3863821,1,1,1,1,1,1,21,30.8752518,30.8752518,1,2,0,64,1,0,8300206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,1062,407,Hovercraft,0,0,0,0,0,0,0,0,0,1,21,30.8752518,30.8752518,1,0,0,64,1,0,8300206,0,0,1,0,0,21,0,0,30.8752518,0,0,30.8752518,0,0,1,0,0,0,0,0,64,0,0,1,0,0,0,0
1063,1063,407,WaterTaxi,0,58.010563,2.55127,0.3863821,1,1,1,1,1,1,21,30.8752518,30.8752518,1,2,0,64,1,0,8300206,1,0,0,1,0,0,21,0,0,30.8752518,0,0,30.8752518,0,0,1,0,0,0,0,0,64,0,0,1,0,0,0
1064,1064,408,Ferry,1,53.458752,4.431152,0.3863821,1,0.2,0.2,0.6,0.6,1,21,30.8752518,30.8752518,1,2,0,64,1,0,8300206,1,1,0,0,21,0,0,30.8752518,0,0,30.8752518,0,0,1,0,0,0,0,0,64,0,0,1,0,0,0,0,0
