,idx.chid,idx.alt,choice,cost,risk,weight,seats,noise,crowdness,convloc,clientele,african,lifeExp,dwage,iwage,educ,fatalism,gender,age,haveChildren,swim,idx.id
1332,497,Ferry,FALSE,133.310226,4.431152,1.2156152,0.6,0.4,0.2,0.4,0.8,no,42,77.1721954,77.1721954,high,6,female,38,yes,no,8300607
1333,497,Helicopter,FALSE,203.030579,18.408203,1.2156152,0.8,1,1,0.6,0.8,no,42,77.1721954,77.1721954,high,6,female,38,yes,no,8300607
1334,497,Hovercraft,TRUE,129.811752,3.881836,1.2156152,1,1,1,0.6,0.8,no,42,77.1721954,77.1721954,high,6,female,38,yes,no,8300607
1335,497,WaterTaxi,FALSE,138.815186,2.55127,1.2156152,1,1,1,0.8,0.8,no,42,77.1721954,77.1721954,high,6,female,38,yes,no,8300607
1336,498,Ferry,FALSE,133.310226,4.431152,1.2156152,0.6,0.4,0.2,0.4,0.8,no,42,77.1721954,77.1721954,high,6,female,38,yes,no,8300607
1337,498,Helicopter,FALSE,203.030579,18.408203,1.2156152,0.8,1,1,0.6,0.8,no,42,77.1721954,77.1721954,high,6,female,38,yes,no,8300607
1338,498,Hovercraft,TRUE,176.7108,3.881836,1.2156152,1,1,1,0.6,0.8,no,42,77.1721954,77.1721954,high,6,female,38,yes,no,8300607
1339,498,WaterTaxi,FALSE,138.815186,2.55127,1.2156152,1,1,1,0.8,0.8,no,42,77.1721954,77.1721954,high,6,female,38,yes,no,8300607
1340,499,Ferry,FALSE,108.280487,4.431152,1.2156152,0.6,0.6,0.6,0.8,0.8,no,43,63.3274307,63.3274307,high,5,male,42,yes,yes,8300701
1341,499,Helicopter,FALSE,0,0,1.2156152,0,0,0,0,0,no,43,63.3274307,63.3274307,high,0,male,42,yes,yes,8300701
1342,499,Hovercraft,TRUE,84.248108,3.881836,1.2156152,0.8,0.4,0.8,0.8,0.8,no,43,63.3274307,63.3274307,high,5,male,42,yes,yes,8300701
1343,499,WaterTaxi,FALSE,91.636314,2.55127,1.2156152,0.6,0.4,0.8,0.8,0.8,no,43,63.3274307,63.3274307,high,5,male,42,yes,yes,8300701
1344,500,Ferry,TRUE,108.280487,4.431152,1.2156152,0.6,0.6,0.6,0.8,0.8,no,43,63.3274307,63.3274307,high,5,male,42,yes,yes,8300701
1345,500,Helicopter,FALSE,122.056107,18.408203,1.2156152,0.8,0.4,0.4,0.2,0.8,no,43,63.3274307,63.3274307,high,5,male,42,yes,yes,8300701
1346,500,Hovercraft,FALSE,111.595764,3.881836,1.2156152,0.8,0.4,0.8,0.8,0.8,no,43,63.3274307,63.3274307,high,5,male,42,yes,yes,8300701
1347,500,WaterTaxi,FALSE,91.636314,2.55127,1.2156152,0.6,0.4,0.8,0.8,0.8,no,43,63.3274307,63.3274307,high,5,male,42,yes,yes,8300701
1348,501,Ferry,FALSE,108.280487,4.431152,1.2156152,0.6,0.6,0.6,0.8,0.8,no,43,63.3274307,63.3274307,high,5,male,42,yes,yes,8300701
1349,501,Helicopter,FALSE,122.056107,18.408203,1.2156152,0.8,0.4,0.4,0.2,0.8,no,43,63.3274307,63.3274307,high,5,male,42,yes,yes,8300701
1350,501,Hovercraft,FALSE,111.595764,3.881836,1.2156152,0.8,0.4,0.8,0.8,0.8,no,43,63.3274307,63.3274307,high,5,male,42,yes,yes,8300701
1351,501,WaterTaxi,TRUE,91.636314,2.55127,1.2156152,0.6,0.4,0.8,0.8,0.8,no,43,63.3274307,63.3274307,high,5,male,42,yes,yes,8300701
1352,502,Ferry,FALSE,108.280487,4.431152,1.2156152,0.6,0.6,0.6,0.8,0.8,no,43,63.3274307,63.3274307,high,5,male,42,yes,yes,8300701
1353,502,Helicopter,FALSE,0,0,1.2156152,0,0,0,0,0,no,43,63.3274307,63.3274307,high,0,male,42,yes,yes,8300701
1354,502,Hovercraft,TRUE,84.248108,3.881836,1.2156152,0.8,0.4,0.8,0.8,0.8,no,43,63.3274307,63.3274307,high,5,male,42,yes,yes,8300701
1355,502,WaterTaxi,FALSE,91.636314,2.55127,1.2156152,0.6,0.4,0.8,0.8,0.8,no,43,63.3274307,63.3274307,high,5,male,42,yes,yes,8300701
1356,505,Ferry,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8300703
1357,505,Helicopter,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8300703
1358,505,Hovercraft,TRUE,47.991367,3.881836,0,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,8,0,0,0,0,8300703
1359,505,WaterTaxi,FALSE,51.014145,2.55127,0,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,8,0,0,0,0,8300703
1360,506,Ferry,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8300703
1361,506,Helicopter,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8300703
1362,506,Hovercraft,FALSE,65.94149,3.881836,0,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,8,0,0,0,0,8300703
1363,506,WaterTaxi,TRUE,51.014145,2.55127,0,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,8,0,0,0,0,8300703
1364,507,Ferry,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8300703
1365,507,Helicopter,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8300703
1366,507,Hovercraft,FALSE,65.94149,3.881836,0,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,8,0,0,0,0,8300703
1367,507,WaterTaxi,TRUE,51.014145,2.55127,0,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,8,0,0,0,0,8300703
1368,508,Ferry,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8300703
1369,508,Helicopter,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8300703
1370,508,Hovercraft,FALSE,47.991367,3.881836,0,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,8,0,0,0,0,8300703
1371,508,WaterTaxi,TRUE,51.014145,2.55127,0,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,8,0,0,0,0,8300703
1372,509,Ferry,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8300704
1373,509,Helicopter,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8300704
1374,509,Hovercraft,TRUE,156.97998,3.881836,0,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,4,0,0,0,0,8300704
1375,509,WaterTaxi,FALSE,172.775467,2.55127,0,0.6,0.8,0.8,0.8,0.8,0,0,0,0,0,4,0,0,0,0,8300704
1376,510,Ferry,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8300704
1377,510,Helicopter,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8300704
1378,510,Hovercraft,FALSE,156.97998,3.881836,0,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,4,0,0,0,0,8300704
1379,510,WaterTaxi,TRUE,172.775467,2.55127,0,0.6,0.8,0.8,0.8,0.8,0,0,0,0,0,4,0,0,0,0,8300704
1380,511,Ferry,FALSE,46.196693,4.431152,1.2156152,0.4,0.2,0.2,0.6,0.6,yes,43,24.9040737,24.9040737,high,10,male,42,yes,no,8300705
1381,511,Helicopter,FALSE,0,0,1.2156152,0,0,0,0,0,yes,43,24.9040737,24.9040737,high,0,male,42,yes,no,8300705
1382,511,Hovercraft,TRUE,105.419968,3.881836,1.2156152,0.8,0.8,0.8,0.8,0.8,yes,43,24.9040737,24.9040737,high,10,male,42,yes,no,8300705
1383,511,WaterTaxi,FALSE,108.325447,2.55127,1.2156152,0.8,0.6,0.8,0.8,0.8,yes,43,24.9040737,24.9040737,high,10,male,42,yes,no,8300705
1384,514,Ferry,FALSE,46.196693,4.431152,1.2156152,0.4,0.2,0.2,0.6,0.6,yes,43,24.9040737,24.9040737,high,10,male,42,yes,no,8300705
1385,514,Helicopter,FALSE,0,0,1.2156152,0,0,0,0,0,yes,43,24.9040737,24.9040737,high,0,male,42,yes,no,8300705
1386,514,Hovercraft,FALSE,0,0,1.2156152,0,0,0,0,0,yes,43,24.9040737,24.9040737,high,0,male,42,yes,no,8300705
1387,514,WaterTaxi,TRUE,108.325447,2.55127,1.2156152,0.8,0.6,0.8,0.8,0.8,yes,43,24.9040737,24.9040737,high,10,male,42,yes,no,8300705
1388,515,Ferry,FALSE,46.196693,4.431152,1.2156152,0.4,0.2,0.2,0.6,0.6,yes,43,24.9040737,24.9040737,high,10,male,42,yes,no,8300705
1389,515,Helicopter,FALSE,192.57695,18.408203,1.2156152,0.8,0.8,0.8,0.8,0.8,yes,43,24.9040737,24.9040737,high,10,male,42,yes,no,8300705
1390,515,Hovercraft,FALSE,105.419968,3.881836,1.2156152,0.8,0.8,0.8,0.8,0.8,yes,43,24.9040737,24.9040737,high,10,male,42,yes,no,8300705
1391,515,WaterTaxi,TRUE,108.325447,2.55127,1.2156152,0.8,0.6,0.8,0.8,0.8,yes,43,24.9040737,24.9040737,high,10,male,42,yes,no,8300705
1392,516,Ferry,TRUE,120.208084,4.431152,1.4678842,0.6,0.6,0.6,0.8,1,yes,17,0,70.6850052,high,2,male,58,yes,yes,8300801
1393,516,Helicopter,FALSE,0,0,1.4678842,0,0,0,0,0,yes,17,0,70.6850052,high,0,male,58,yes,yes,8300801
1394,516,Hovercraft,FALSE,80.981232,3.881836,1.4678842,0.8,0.6,0.8,0.8,1,yes,17,0,70.6850052,high,2,male,58,yes,yes,8300801
1395,516,WaterTaxi,FALSE,89.227814,2.55127,1.4678842,0.8,0.6,0.8,0.8,0.8,yes,17,0,70.6850052,high,2,male,58,yes,yes,8300801
1396,519,Ferry,TRUE,120.208084,4.431152,1.4678842,0.6,0.6,0.6,0.8,1,yes,17,0,70.6850052,high,2,male,58,yes,yes,8300801
1397,519,Helicopter,FALSE,110.126793,18.408203,1.4678842,0.8,0.6,0.8,0.8,1,yes,17,0,70.6850052,high,2,male,58,yes,yes,8300801
1398,519,Hovercraft,FALSE,104.978683,3.881836,1.4678842,0.8,0.6,0.8,0.8,1,yes,17,0,70.6850052,high,2,male,58,yes,yes,8300801
1399,519,WaterTaxi,FALSE,89.227814,2.55127,1.4678842,0.8,0.6,0.8,0.8,0.8,yes,17,0,70.6850052,high,2,male,58,yes,yes,8300801
1400,520,Ferry,TRUE,120.208084,4.431152,1.4678842,0.6,0.6,0.6,0.8,1,yes,17,0,70.6850052,high,2,male,58,yes,yes,8300801
1401,520,Helicopter,FALSE,110.126793,18.408203,1.4678842,0.8,0.6,0.8,0.8,1,yes,17,0,70.6850052,high,2,male,58,yes,yes,8300801
1402,520,Hovercraft,FALSE,104.978683,3.881836,1.4678842,0.8,0.6,0.8,0.8,1,yes,17,0,70.6850052,high,2,male,58,yes,yes,8300801
1403,520,WaterTaxi,FALSE,89.227814,2.55127,1.4678842,0.8,0.6,0.8,0.8,0.8,yes,17,0,70.6850052,high,2,male,58,yes,yes,8300801
1404,521,Ferry,TRUE,85.812752,4.431152,1.4678842,0.8,0.6,0.2,0.6,0.8,yes,53,48.1517029,48.1517029,high,1,male,32,yes,yes,8300802
1405,521,Helicopter,FALSE,0,0,1.4678842,0,0,0,0,0,yes,53,48.1517029,48.1517029,high,0,male,32,yes,yes,8300802
1406,521,Hovercraft,FALSE,133.669128,3.881836,1.4678842,1,0.6,0.6,0.6,0.8,yes,53,48.1517029,48.1517029,high,1,male,32,yes,yes,8300802
1407,521,WaterTaxi,FALSE,139.286819,2.55127,1.4678842,1,0.6,0.8,0.6,0.8,yes,53,48.1517029,48.1517029,high,1,male,32,yes,yes,8300802
1408,522,Ferry,TRUE,85.812752,4.431152,1.4678842,0.8,0.6,0.2,0.6,0.8,yes,53,48.1517029,48.1517029,high,1,male,32,yes,yes,8300802
1409,522,Helicopter,FALSE,0,0,1.4678842,0,0,0,0,0,yes,53,48.1517029,48.1517029,high,0,male,32,yes,yes,8300802
1410,522,Hovercraft,FALSE,133.669128,3.881836,1.4678842,1,0.6,0.6,0.6,0.8,yes,53,48.1517029,48.1517029,high,1,male,32,yes,yes,8300802
1411,522,WaterTaxi,FALSE,139.286819,2.55127,1.4678842,1,0.6,0.8,0.6,0.8,yes,53,48.1517029,48.1517029,high,1,male,32,yes,yes,8300802
1412,523,Ferry,TRUE,4.689903,4.431152,1.4678842,0.4,0.6,0.6,0.6,0.8,yes,38,0,0,high,1,female,37,yes,no,8300803
1413,523,Helicopter,FALSE,0,0,1.4678842,0,0,0,0,0,yes,38,0,0,high,0,female,37,yes,no,8300803
1414,523,Hovercraft,FALSE,93.798065,3.881836,1.4678842,0.6,0.8,1,0.8,1,yes,38,0,0,high,1,female,37,yes,no,8300803
1415,523,WaterTaxi,FALSE,93.798065,2.55127,1.4678842,0.6,0.8,0.8,0.8,1,yes,38,0,0,high,1,female,37,yes,no,8300803
1416,526,Ferry,TRUE,4.689903,4.431152,1.4678842,0.4,0.6,0.6,0.6,0.8,yes,38,0,0,high,1,female,37,yes,no,8300803
1417,526,Helicopter,FALSE,187.59613,18.408203,1.4678842,0.6,0.6,0.8,0.8,1,yes,38,0,0,high,1,female,37,yes,no,8300803
1418,526,Hovercraft,FALSE,140.697098,3.881836,1.4678842,0.6,0.8,1,0.8,1,yes,38,0,0,high,1,female,37,yes,no,8300803
1419,526,WaterTaxi,FALSE,93.798065,2.55127,1.4678842,0.6,0.8,0.8,0.8,1,yes,38,0,0,high,1,female,37,yes,no,8300803
1420,527,Ferry,TRUE,4.689903,4.431152,1.4678842,0.4,0.6,0.6,0.6,0.8,yes,38,0,0,high,1,female,37,yes,no,8300803
1421,527,Helicopter,FALSE,187.59613,18.408203,1.4678842,0.6,0.6,0.8,0.8,1,yes,38,0,0,high,1,female,37,yes,no,8300803
1422,527,Hovercraft,FALSE,0,0,1.4678842,0,0,0,0,0,yes,38,0,0,high,0,female,37,yes,no,8300803
1423,527,WaterTaxi,FALSE,93.798065,2.55127,1.4678842,0.6,0.8,0.8,0.8,1,yes,38,0,0,high,1,female,37,yes,no,8300803
1424,528,Ferry,TRUE,65.938835,4.431152,1.4678842,0.4,0.6,0.8,0.6,0.8,yes,45,0,38.123455,high,1,male,30,no,no,8300804
1425,528,Helicopter,FALSE,0,0,1.4678842,0,0,0,0,0,yes,45,0,38.123455,high,0,male,30,no,no,8300804
1426,528,Hovercraft,FALSE,0,0,1.4678842,0,0,0,0,0,yes,45,0,38.123455,high,0,male,30,no,no,8300804
1427,528,WaterTaxi,FALSE,70.233582,2.55127,1.4678842,0.8,0.6,0.4,0.8,0.8,yes,45,0,38.123455,high,1,male,30,no,no,8300804
1428,529,Ferry,TRUE,65.938835,4.431152,1.4678842,0.4,0.6,0.8,0.6,0.8,yes,45,0,38.123455,high,1,male,30,no,no,8300804
1429,529,Helicopter,FALSE,0,0,1.4678842,0,0,0,0,0,yes,45,0,38.123455,high,0,male,30,no,no,8300804
1430,529,Hovercraft,FALSE,0,0,1.4678842,0,0,0,0,0,yes,45,0,38.123455,high,0,male,30,no,no,8300804
1431,529,WaterTaxi,FALSE,70.233582,2.55127,1.4678842,0.8,0.6,0.4,0.8,0.8,yes,45,0,38.123455,high,1,male,30,no,no,8300804
1432,530,Ferry,TRUE,144.179581,4.431152,1.4678842,0.6,0.4,0.4,0.6,0.6,yes,51,0,83.6938019,high,4,male,34,yes,no,8300805
1433,530,Helicopter,FALSE,0,0,1.4678842,0,0,0,0,0,yes,51,0,83.6938019,high,0,male,34,yes,no,8300805
1434,530,Hovercraft,FALSE,132.855179,3.881836,1.4678842,1,0.6,1,1,1,yes,51,0,83.6938019,high,4,male,34,yes,no,8300805
1435,530,WaterTaxi,FALSE,142.619446,2.55127,1.4678842,0.8,0.8,1,1,1,yes,51,0,83.6938019,high,4,male,34,yes,no,8300805
1436,533,Ferry,TRUE,144.179581,4.431152,1.4678842,0.6,0.4,0.4,0.6,0.6,yes,51,0,83.6938019,high,4,male,34,yes,no,8300805
1437,533,Helicopter,FALSE,0,0,1.4678842,0,0,0,0,0,yes,51,0,83.6938019,high,0,male,34,yes,no,8300805
1438,533,Hovercraft,FALSE,132.855179,3.881836,1.4678842,1,0.6,1,1,1,yes,51,0,83.6938019,high,4,male,34,yes,no,8300805
1439,533,WaterTaxi,FALSE,142.619446,2.55127,1.4678842,0.8,0.8,1,1,1,yes,51,0,83.6938019,high,4,male,34,yes,no,8300805
1440,534,Ferry,FALSE,144.179581,4.431152,1.4678842,0.6,0.4,0.4,0.6,0.6,yes,51,0,83.6938019,high,4,male,34,yes,no,8300805
1441,534,Helicopter,FALSE,0,0,1.4678842,0,0,0,0,0,yes,51,0,83.6938019,high,0,male,34,yes,no,8300805
1442,534,Hovercraft,TRUE,132.855179,3.881836,1.4678842,1,0.6,1,1,1,yes,51,0,83.6938019,high,4,male,34,yes,no,8300805
1443,534,WaterTaxi,FALSE,142.619446,2.55127,1.4678842,0.8,0.8,1,1,1,yes,51,0,83.6938019,high,4,male,34,yes,no,8300805
1444,535,Ferry,TRUE,10.331146,4.431152,1.4678842,0.8,0.6,0.4,0.8,0.6,yes,32,3.3847456,3.3847456,high,4,female,38,yes,no,8300806
1445,535,Helicopter,FALSE,0,0,1.4678842,0,0,0,0,0,yes,32,3.3847456,3.3847456,high,0,female,38,yes,no,8300806
1446,535,Hovercraft,FALSE,95.377617,3.881836,1.4678842,0.8,0.8,1,0.8,0.8,yes,32,3.3847456,3.3847456,high,4,female,38,yes,no,8300806
1447,535,WaterTaxi,FALSE,95.772499,2.55127,1.4678842,0.8,0.8,1,0.8,0.8,yes,32,3.3847456,3.3847456,high,4,female,38,yes,no,8300806
1448,538,Ferry,TRUE,10.331146,4.431152,1.4678842,0.8,0.6,0.4,0.8,0.6,yes,32,3.3847456,3.3847456,high,4,female,38,yes,no,8300806
1449,538,Helicopter,FALSE,188.273087,18.408203,1.4678842,0.8,0.8,1,0.8,0.8,yes,32,3.3847456,3.3847456,high,4,female,38,yes,no,8300806
1450,538,Hovercraft,FALSE,0,0,1.4678842,0,0,0,0,0,yes,32,3.3847456,3.3847456,high,0,female,38,yes,no,8300806
1451,538,WaterTaxi,FALSE,95.772499,2.55127,1.4678842,0.8,0.8,1,0.8,0.8,yes,32,3.3847456,3.3847456,high,4,female,38,yes,no,8300806
1452,539,Ferry,TRUE,10.331146,4.431152,1.4678842,0.8,0.6,0.4,0.8,0.6,yes,32,3.3847456,3.3847456,high,4,female,38,yes,no,8300806
1453,539,Helicopter,FALSE,188.273087,18.408203,1.4678842,0.8,0.8,1,0.8,0.8,yes,32,3.3847456,3.3847456,high,4,female,38,yes,no,8300806
1454,539,Hovercraft,FALSE,95.377617,3.881836,1.4678842,0.8,0.8,1,0.8,0.8,yes,32,3.3847456,3.3847456,high,4,female,38,yes,no,8300806
1455,539,WaterTaxi,FALSE,95.772499,2.55127,1.4678842,0.8,0.8,1,0.8,0.8,yes,32,3.3847456,3.3847456,high,4,female,38,yes,no,8300806
1456,542,Ferry,FALSE,105.699127,4.431152,0.3863821,0.6,0.6,0.8,0.2,0.6,no,25,61.2961769,61.2961769,high,1,male,60,yes,yes,8310101
1457,542,Helicopter,FALSE,0,0,0.3863821,0,0,0,0,0,no,25,61.2961769,61.2961769,high,0,male,60,yes,yes,8310101
1458,542,Hovercraft,FALSE,0,0,0.3863821,0,0,0,0,0,no,25,61.2961769,61.2961769,high,0,male,60,yes,yes,8310101
1459,542,WaterTaxi,TRUE,106.532753,2.55127,0.3863821,0.6,0.8,0.8,0.8,0.8,no,25,61.2961769,61.2961769,high,1,male,60,yes,yes,8310101
1460,543,Ferry,FALSE,105.699127,4.431152,0.3863821,0.6,0.6,0.8,0.2,0.6,no,25,61.2961769,61.2961769,high,1,male,60,yes,yes,8310101
1461,543,Helicopter,TRUE,153.812546,18.408203,0.3863821,0.4,0.8,0.8,0.8,0.8,no,25,61.2961769,61.2961769,high,1,male,60,yes,yes,8310101
1462,543,Hovercraft,FALSE,0,0,0.3863821,0,0,0,0,0,no,25,61.2961769,61.2961769,high,0,male,60,yes,yes,8310101
1463,543,WaterTaxi,FALSE,106.532753,2.55127,0.3863821,0.6,0.8,0.8,0.8,0.8,no,25,61.2961769,61.2961769,high,1,male,60,yes,yes,8310101
1464,544,Ferry,FALSE,105.699127,4.431152,0.3863821,0.6,0.6,0.8,0.2,0.6,no,25,61.2961769,61.2961769,high,1,male,60,yes,yes,8310101
1465,544,Helicopter,TRUE,153.812546,18.408203,0.3863821,0.4,0.8,0.8,0.8,0.8,no,25,61.2961769,61.2961769,high,1,male,60,yes,yes,8310101
1466,544,Hovercraft,FALSE,0,0,0.3863821,0,0,0,0,0,no,25,61.2961769,61.2961769,high,0,male,60,yes,yes,8310101
1467,544,WaterTaxi,FALSE,106.532753,2.55127,0.3863821,0.6,0.8,0.8,0.8,0.8,no,25,61.2961769,61.2961769,high,1,male,60,yes,yes,8310101
1468,545,Ferry,FALSE,105.699127,4.431152,0.3863821,0.6,0.6,0.8,0.2,0.6,no,25,61.2961769,61.2961769,high,1,male,60,yes,yes,8310101
1469,545,Helicopter,FALSE,0,0,0.3863821,0,0,0,0,0,no,25,61.2961769,61.2961769,high,0,male,60,yes,yes,8310101
1470,545,Hovercraft,FALSE,0,0,0.3863821,0,0,0,0,0,no,25,61.2961769,61.2961769,high,0,male,60,yes,yes,8310101
1471,545,WaterTaxi,TRUE,106.532753,2.55127,0.3863821,0.6,0.8,0.8,0.8,0.8,no,25,61.2961769,61.2961769,high,1,male,60,yes,yes,8310101
1472,546,Ferry,FALSE,105.699127,4.431152,0.3863821,0.6,0.6,0.8,0.2,0.6,no,25,61.2961769,61.2961769,high,1,male,60,yes,yes,8310101
1473,546,Helicopter,FALSE,0,0,0.3863821,0,0,0,0,0,no,25,61.2961769,61.2961769,high,0,male,60,yes,yes,8310101
1474,546,Hovercraft,FALSE,0,0,0.3863821,0,0,0,0,0,no,25,61.2961769,61.2961769,high,0,male,60,yes,yes,8310101
1475,546,WaterTaxi,TRUE,106.532753,2.55127,0.3863821,0.6,0.8,0.8,0.8,0.8,no,25,61.2961769,61.2961769,high,1,male,60,yes,yes,8310101
1476,547,Ferry,FALSE,47.764992,4.431152,0.3863821,0.4,0.4,0.4,0.4,0.6,yes,34,0,27.8349838,high,4,male,51,yes,no,8310102
1477,547,Helicopter,FALSE,0,0,0.3863821,0,0,0,0,0,yes,34,0,27.8349838,high,0,male,51,yes,no,8310102
1478,547,Hovercraft,FALSE,40.456688,3.881836,0.3863821,0.6,0.6,0.6,0.6,0.8,yes,34,0,27.8349838,high,4,male,51,yes,no,8310102
1479,547,WaterTaxi,TRUE,43.704102,2.55127,0.3863821,0.6,0.6,0.6,0.6,0.8,yes,34,0,27.8349838,high,4,male,51,yes,no,8310102
1480,550,Ferry,TRUE,47.764992,4.431152,0.3863821,0.4,0.4,0.4,0.4,0.6,yes,34,0,27.8349838,high,4,male,51,yes,no,8310102
1481,550,Helicopter,FALSE,0,0,0.3863821,0,0,0,0,0,yes,34,0,27.8349838,high,0,male,51,yes,no,8310102
1482,550,Hovercraft,FALSE,40.456688,3.881836,0.3863821,0.6,0.6,0.6,0.6,0.8,yes,34,0,27.8349838,high,4,male,51,yes,no,8310102
1483,550,WaterTaxi,FALSE,43.704102,2.55127,0.3863821,0.6,0.6,0.6,0.6,0.8,yes,34,0,27.8349838,high,4,male,51,yes,no,8310102
1484,551,Ferry,TRUE,47.764992,4.431152,0.3863821,0.4,0.4,0.4,0.4,0.6,yes,34,0,27.8349838,high,4,male,51,yes,no,8310102
1485,551,Helicopter,FALSE,60.501053,18.408203,0.3863821,0.4,0.8,0.6,0.6,0.8,yes,34,0,27.8349838,high,4,male,51,yes,no,8310102
1486,551,Hovercraft,FALSE,54.190201,3.881836,0.3863821,0.6,0.6,0.6,0.6,0.8,yes,34,0,27.8349838,high,4,male,51,yes,no,8310102
1487,551,WaterTaxi,FALSE,43.704102,2.55127,0.3863821,0.6,0.6,0.6,0.6,0.8,yes,34,0,27.8349838,high,4,male,51,yes,no,8310102
1488,552,Ferry,FALSE,77.919739,4.431152,0.3863821,0.4,0.4,0.4,0.6,0.6,no,50,44.8860207,44.8860207,high,3,female,30,no,yes,8310103
1489,552,Helicopter,FALSE,0,0,0.3863821,0,0,0,0,0,no,50,44.8860207,44.8860207,high,0,female,30,no,yes,8310103
1490,552,Hovercraft,FALSE,0,0,0.3863821,0,0,0,0,0,no,50,44.8860207,44.8860207,high,0,female,30,no,yes,8310103
1491,552,WaterTaxi,TRUE,88.377586,2.55127,0.3863821,0.6,0.8,0.8,0.6,0.8,no,50,44.8860207,44.8860207,high,3,female,30,no,yes,8310103
1492,553,Ferry,FALSE,77.919739,4.431152,0.3863821,0.4,0.4,0.4,0.6,0.6,no,50,44.8860207,44.8860207,high,3,female,30,no,yes,8310103
1493,553,Helicopter,FALSE,0,0,0.3863821,0,0,0,0,0,no,50,44.8860207,44.8860207,high,0,female,30,no,yes,8310103
1494,553,Hovercraft,FALSE,0,0,0.3863821,0,0,0,0,0,no,50,44.8860207,44.8860207,high,0,female,30,no,yes,8310103
1495,553,WaterTaxi,TRUE,88.377586,2.55127,0.3863821,0.6,0.8,0.8,0.6,0.8,no,50,44.8860207,44.8860207,high,3,female,30,no,yes,8310103
1496,554,Ferry,TRUE,77.919739,4.431152,0.3863821,0.4,0.4,0.4,0.6,0.6,no,50,44.8860207,44.8860207,high,3,female,30,no,yes,8310103
1497,554,Helicopter,FALSE,0,0,0.3863821,0,0,0,0,0,no,50,44.8860207,44.8860207,high,0,female,30,no,yes,8310103
1498,554,Hovercraft,FALSE,0,0,0.3863821,0,0,0,0,0,no,50,44.8860207,44.8860207,high,0,female,30,no,yes,8310103
1499,554,WaterTaxi,FALSE,88.377586,2.55127,0.3863821,0.6,0.8,0.8,0.6,0.8,no,50,44.8860207,44.8860207,high,3,female,30,no,yes,8310103
1500,555,Ferry,FALSE,77.919739,4.431152,0.3863821,0.4,0.4,0.4,0.6,0.6,no,50,44.8860207,44.8860207,high,3,female,30,no,yes,8310103
1501,555,Helicopter,FALSE,0,0,0.3863821,0,0,0,0,0,no,50,44.8860207,44.8860207,high,0,female,30,no,yes,8310103
1502,555,Hovercraft,FALSE,0,0,0.3863821,0,0,0,0,0,no,50,44.8860207,44.8860207,high,0,female,30,no,yes,8310103
1503,555,WaterTaxi,TRUE,88.377586,2.55127,0.3863821,0.6,0.8,0.8,0.6,0.8,no,50,44.8860207,44.8860207,high,3,female,30,no,yes,8310103
1504,558,Ferry,FALSE,2,4.431152,0.3863821,0.4,0.4,0.4,0.6,0.6,no,63,0,0,high,2,male,22,no,yes,8310105
1505,558,Helicopter,FALSE,0,0,0.3863821,0,0,0,0,0,no,63,0,0,high,0,male,22,no,yes,8310105
1506,558,Hovercraft,FALSE,0,0,0.3863821,0,0,0,0,0,no,63,0,0,high,0,male,22,no,yes,8310105
1507,558,WaterTaxi,TRUE,40,2.55127,0.3863821,0.6,0.6,0.8,0.6,0.8,no,63,0,0,high,2,male,22,no,yes,8310105
1508,559,Ferry,TRUE,2,4.431152,0.3863821,0.4,0.4,0.4,0.6,0.6,no,63,0,0,high,2,male,22,no,yes,8310105
1509,559,Helicopter,FALSE,0,0,0.3863821,0,0,0,0,0,no,63,0,0,high,0,male,22,no,yes,8310105
1510,559,Hovercraft,FALSE,0,0,0.3863821,0,0,0,0,0,no,63,0,0,high,0,male,22,no,yes,8310105
1511,559,WaterTaxi,FALSE,40,2.55127,0.3863821,0.6,0.6,0.8,0.6,0.8,no,63,0,0,high,2,male,22,no,yes,8310105
